v,p,t,w,a,h,cruise
259.95645,14.59736,-20.07871,36319.65234,0.61337,18701.37305,1
260.04425,14.59737,-20.07869,36318.96094,0.61068,18701.36133,1
260.13361,14.59738,-20.07866,36318.26562,0.60796,18701.3457,1
260.11447,14.59739,-20.07864,36317.60547,0.61954,18701.33594,1
259.9101,14.59739,-20.07864,36317.04297,0.6147,18701.33594,1
259.71466,14.59745,-20.07843,36316.47266,0.62046,18701.22852,1
259.52615,14.59762,-20.07792,36315.91797,0.63173,18700.9668,1
259.34488,14.59787,-20.07718,36315.37109,0.64461,18700.58789,0
259.16339,14.59816,-20.07629,36314.8125,0.65734,18700.13867,0
258.98419,14.59844,-20.07542,36314.24609,0.66791,18699.69727,0
258.79993,14.5987,-20.07464,36313.69922,0.67665,18699.30664,0
258.60577,14.59891,-20.074,36313.15234,0.68259,18698.98438,0
258.41281,14.59907,-20.07351,36312.60156,0.68778,18698.73828,0
258.21945,14.59919,-20.07315,36312.05469,0.69189,18698.55664,0
258.01965,14.59928,-20.07289,36311.50391,0.69625,18698.42578,0
257.81717,14.59934,-20.07269,36310.95703,0.70098,18698.32812,0
257.61841,14.59939,-20.07254,36310.40625,0.70565,18698.25,0
257.41855,14.59944,-20.0724,36309.85547,0.71118,18698.17773,0
257.22229,14.59948,-20.07226,36309.3125,0.71695,18698.10938,0
257.02795,14.59953,-20.07213,36308.76172,0.72291,18698.04102,0
256.83655,14.59957,-20.07199,36308.20312,0.72917,18697.97461,0
256.64545,14.59961,-20.07186,36307.66016,0.73536,18697.9082,0
256.45715,14.59965,-20.07175,36307.10938,0.74132,18697.85156,0
256.26544,14.59969,-20.07164,36306.55859,0.74742,18697.80078,0
256.08102,14.59971,-20.07156,36306.28906,0.75299,18697.75586,0
255.89488,14.59974,-20.07149,36305.73438,0.75894,18697.71875,0
255.7084,14.59976,-20.07143,36305.17578,0.76461,18697.68945,0
255.52428,14.59977,-20.07138,36304.625,0.77022,18697.66602,0
255.34074,14.59978,-20.07135,36304.07812,0.7763,18697.64844,0
255.1631,14.59979,-20.07133,36303.52734,0.78237,18697.63867,0
254.98341,14.59979,-20.07133,36302.98438,0.78782,18697.64062,0
254.80539,14.59978,-20.07135,36302.4375,0.79288,18697.65234,0
254.62915,14.59977,-20.07139,36301.88281,0.79805,18697.66992,0
254.45235,14.59976,-20.07143,36301.33594,0.80336,18697.69141,0
254.27921,14.59974,-20.07147,36300.78516,0.80869,18697.71094,0
254.10887,14.59973,-20.0715,36300.23828,0.8141,18697.73047,0
253.93965,14.59972,-20.07154,36299.68359,0.81948,18697.74609,0
253.77391,14.59971,-20.07157,36299.14062,0.82475,18697.76172,0
253.60669,14.5997,-20.07159,36298.58984,0.83031,18697.77344,0
253.44287,14.5997,-20.07162,36298.03906,0.8356,18697.78516,0
253.27953,14.59969,-20.07164,36297.48438,0.84087,18697.79688,0
253.11812,14.59968,-20.07166,36296.9375,0.84607,18697.80859,0
252.95578,14.59967,-20.07169,36296.38281,0.85136,18697.82031,0
252.79532,14.59966,-20.07171,36295.83594,0.85637,18697.83398,0
252.63895,14.59965,-20.07174,36295.28906,0.86144,18697.8457,0
252.48254,14.59965,-20.07176,36294.74609,0.86648,18697.86133,0
252.32961,14.59964,-20.07179,36294.19141,0.87145,18697.87305,0
252.17448,14.59963,-20.07182,36293.64453,0.87639,18697.88867,0
252.02135,14.59962,-20.07185,36293.09375,0.88134,18697.90625,0
251.86987,14.59961,-20.07189,36292.54688,0.88622,18697.92383,0
251.71727,14.59959,-20.07192,36292.00391,0.89111,18697.93945,0
251.56712,14.59959,-20.07195,36291.45312,0.89611,18697.95508,0
251.41956,14.59958,-20.07198,36290.90625,0.90103,18697.96875,0
251.27481,14.59957,-20.07201,36290.35547,0.90582,18697.98438,0
251.13153,14.59956,-20.07204,36289.80859,0.9106,18698,0
250.991,14.59955,-20.07207,36289.25781,0.91502,18698.01562,0
250.84795,14.59954,-20.0721,36288.71094,0.91984,18698.03125,0
250.70679,14.59952,-20.07213,36288.16406,0.92438,18698.04688,0
250.56635,14.59951,-20.07216,36287.61719,0.92905,18698.06445,0
250.42809,14.5995,-20.0722,36287.07031,0.93355,18698.07812,0
250.29129,14.59949,-20.07222,36286.51953,0.93824,18698.09375,0
250.15552,14.59949,-20.07225,36285.96484,0.94279,18698.10938,0
250.01904,14.59948,-20.07228,36285.42188,1.00642,18698.12109,0
249.77155,14.59891,-20.074,36284.87109,1.58948,18699.05078,0
249.17555,14.59514,-20.08546,36284.30078,2.09481,18705.01758,0
248.7215,14.58591,-20.11353,36283.46094,1.96275,18719.41602,0
247.99727,14.57132,-20.15789,36282.62109,1.62641,18741.98633,0
247.1248,14.5534,-20.21242,36282.22266,1.30535,18769.64648,0
246.22519,14.53404,-20.27132,36281.41797,1.09051,18799.47461,0
245.33521,14.51405,-20.33219,36280.61328,0.98541,18830.22656,0
244.50664,14.49464,-20.3913,36279.8125,0.96644,18860.10547,0
243.73399,14.47589,-20.44843,36278.98828,0.9994,18888.9668,0
243.01286,14.45794,-20.50315,36278.1875,1.05567,18916.61328,0
242.33018,14.44061,-20.55599,36277.37109,1.11728,18943.3125,0
241.6581,14.42337,-20.60856,36276.57031,1.17582,18969.86523,0
241.01068,14.40664,-20.6596,36275.75,1.22606,18995.67578,0
240.37546,14.39016,-20.7099,36274.91406,1.2685,19021.10547,0
239.73015,14.37343,-20.761,36274.07422,1.30541,19046.92969,0
239.0995,14.35703,-20.81107,36273.24219,1.33747,19072.26172,0
238.47078,14.34064,-20.86114,36272.40625,1.36707,19097.56836,0
237.83943,14.32416,-20.9115,36271.58594,1.39536,19123.03516,0
237.20918,14.30773,-20.96174,36270.78906,1.42321,19148.43555,0
236.58295,14.29131,-21.01197,36269.95312,1.45107,19173.82812,0
235.94939,14.27472,-21.06271,36269.12891,1.47953,19199.47461,0
235.32932,14.25844,-21.11254,36268.33203,1.50765,19224.69531,0
234.69759,14.2418,-21.16347,36267.50781,1.53677,19250.41992,0
234.12572,14.22684,-21.20926,36266.69922,1.57591,19274.09375,0
233.77008,14.21708,-21.23918,36266.30859,1.47189,19288.89844,0
233.4958,14.20924,-21.26317,36265.89062,1.42448,19300.91016,0
232.98738,14.19347,-21.31152,36265.08203,1.31029,19325.2207,0
232.60799,14.17918,-21.35532,36264.28906,1.25023,19347.31836,0
232.36565,14.16662,-21.39382,36263.50391,1.24397,19366.7207,0
232.26018,14.15593,-21.42659,36262.69922,1.27705,19383.23242,0
232.27019,14.14692,-21.45423,36261.89453,1.33141,19397.14648,0
232.37619,14.13934,-21.4775,36261.11328,1.39148,19408.86719,0
232.55367,14.13295,-21.4971,36260.33594,1.44616,19418.73828,0
232.78951,14.12745,-21.51399,36259.55469,1.48936,19427.25781,0
233.05959,14.12268,-21.52861,36258.73828,1.51817,19434.63086,0
233.3586,14.11842,-21.54167,36257.94922,1.53383,19441.21484,0
233.68016,14.11455,-21.55358,36257.14844,1.53841,19447.22656,0
234.02144,14.11096,-21.5646,36256.34375,1.53489,19452.78516,0
234.37668,14.10767,-21.5747,36255.54688,1.5259,19457.88086,1
234.74704,14.10462,-21.58405,36254.74219,1.51403,19462.60156,1
235.12871,14.10183,-21.59262,36253.94141,1.50065,19466.92383,1
235.52679,14.09926,-21.60051,36253.14062,1.48718,19470.90625,1
235.93594,14.09693,-21.60767,36252.33594,1.47356,19474.52148,1
236.3524,14.09484,-21.61407,36251.53125,1.46059,19477.74805,1
236.78691,14.09292,-21.61997,36250.73047,1.44745,19480.72461,1
237.22829,14.09121,-21.62523,36249.92969,1.43436,19483.38086,1
237.67595,14.08968,-21.62994,36249.13672,1.42115,19485.75,1
238.13277,14.08829,-21.63418,36248.33984,1.40743,19487.89062,1
238.58563,14.08708,-21.63791,36247.53516,1.39362,19489.77344,1
239.05312,14.08596,-21.64134,36246.73438,1.37878,19491.5,1
239.519,14.08497,-21.64439,36245.92969,1.36386,19493.03906,1
239.98312,14.08408,-21.64711,36245.10547,1.34861,19494.41211,1
240.45084,14.08328,-21.64957,36244.32031,1.33311,19495.65234,1
240.92201,14.08256,-21.65179,36243.52734,1.31711,19496.77539,1
241.39082,14.08191,-21.65379,36242.70703,1.30128,19497.7793,1
241.85774,14.08133,-21.65557,36241.88672,1.28527,19498.67773,1
242.32593,14.08081,-21.65717,36241.47266,1.26927,19499.48633,1
242.79057,14.08035,-21.6586,36240.68359,1.2533,19500.20508,1
243.25674,14.07993,-21.65988,36239.88672,1.23729,19500.85352,1
243.71707,14.07956,-21.66102,36239.05859,1.22142,19501.42773,1
244.13689,14.07925,-21.66195,36238.23828,1.20711,19501.89648,1
244.60983,14.07895,-21.66289,36237.44141,1.19076,19502.37305,1
245.06567,14.07868,-21.6637,36236.65625,1.17529,19502.7793,1
245.51677,14.07845,-21.66442,36235.86719,1.1596,19503.14062,1
245.96652,14.07825,-21.66505,36235.08203,1.14433,19503.45703,1
246.41203,14.07806,-21.6656,36234.29297,1.129,19503.73828,1
246.85649,14.07791,-21.66609,36233.5,1.11393,19503.98438,1
247.29713,14.07777,-21.66652,36232.71484,1.09882,19504.19922,1
247.73395,14.07765,-21.66689,36231.92578,1.08394,19504.38867,1
248.17201,14.07754,-21.66722,36231.10547,1.06917,19504.55078,1
248.60356,14.07745,-21.66749,36230.32422,1.05468,19504.68945,1
249.03395,14.07737,-21.66773,36229.53125,1.04007,19504.81055,1
249.46014,14.07731,-21.66793,36228.70703,1.02579,19504.91016,1
249.8819,14.07725,-21.6681,36227.87891,1.01148,19504.99609,1
250.30385,14.07721,-21.66824,36227.08203,0.99746,19505.06445,1
250.71858,14.07717,-21.66835,36226.29297,0.98358,19505.12109,1
251.13263,14.07714,-21.66844,36225.49609,0.96993,19505.16602,1
251.53708,14.07712,-21.6685,36224.68359,0.95658,19505.19727,1
251.94328,14.07711,-21.66855,36223.86328,0.94317,19505.21875,1
252.3445,14.0771,-21.66858,36223.05078,0.92998,19505.23438,1
252.74136,14.07709,-21.66858,36222.24609,0.91703,19505.23828,1
253.13371,14.07709,-21.66858,36221.44531,0.90429,19505.23828,1
253.52052,14.0771,-21.66857,36220.64062,0.8916,19505.22852,1
253.90572,14.07711,-21.66854,36219.81641,0.8792,19505.2168,1
254.28712,14.07712,-21.6685,36219.00391,0.86688,19505.19727,1
254.66388,14.07713,-21.66846,36218.20312,0.85483,19505.17578,1
255.03549,14.07715,-21.6684,36217.40234,0.84302,19505.14844,1
255.4062,14.07717,-21.66834,36216.61328,0.83114,19505.11719,1
255.77301,14.07719,-21.66828,36215.80859,0.81949,19505.08398,1
256.13632,14.07722,-21.66821,36215.39844,0.80801,19505.04883,1
256.4931,14.07724,-21.66813,36214.60938,0.79666,19505.00977,1
256.85071,14.07727,-21.66805,36213.79297,0.78556,19504.9707,1
257.20172,14.07729,-21.66797,36212.98828,0.77443,19504.92969,1
257.54993,14.07732,-21.66789,36212.16406,0.76363,19504.88672,1
257.75565,14.07735,-21.6678,36211.36328,0.76487,19504.8418,1
257.79565,14.0774,-21.66764,36210.68359,0.7576,19504.75781,1
257.84067,14.07754,-21.66721,36210.03125,0.76084,19504.53711,1
257.89111,14.07777,-21.66652,36209.35938,0.76731,19504.18359,1
257.94266,14.07805,-21.66566,36208.70703,0.77338,19503.75,1
257.99252,14.07834,-21.66476,36208.05859,0.77731,19503.29688,1
258.04053,14.07861,-21.66393,36207.40625,0.77886,19502.87695,1
258.08444,14.07884,-21.66321,36206.73047,0.77851,19502.51562,1
258.12616,14.07903,-21.66263,36206.08203,0.77647,19502.2207,1
258.16391,14.07918,-21.66217,36205.42969,0.7738,19501.99023,1
258.19882,14.0793,-21.66181,36204.77734,0.77087,19501.80859,1
258.23325,14.07939,-21.66153,36204.14062,0.76844,19501.66992,1
258.2652,14.07946,-21.6613,36203.48438,0.76624,19501.55469,1
258.29681,14.07953,-21.6611,36202.84375,0.76434,19501.45508,1
258.32913,14.07959,-21.66093,36202.17188,0.76291,19501.36523,1
258.36066,14.07964,-21.66076,36201.49609,0.76166,19501.28125,1
258.39093,14.07969,-21.6606,36200.85938,0.76063,19501.20117,1
258.41922,14.07974,-21.66045,36200.19922,0.75973,19501.12695,1
258.44818,14.07979,-21.66031,36199.5625,0.75872,19501.05469,1
258.47754,14.07983,-21.66018,36198.91797,0.75793,19500.98633,1
258.50641,14.07987,-21.66005,36198.26953,0.757,19500.92383,1
258.53452,14.07991,-21.65993,36197.61719,0.75596,19500.86523,1
258.5614,14.07994,-21.65983,36196.96094,0.75508,19500.8125,1
258.58878,14.07997,-21.65974,36196.3125,0.75405,19500.76562,1
258.61414,14.08,-21.65966,36195.63672,0.75316,19500.72461,1
258.64127,14.08002,-21.65958,36194.98828,0.7522,19500.68555,1
258.66492,14.08005,-21.65951,36194.33594,0.75137,19500.65234,1
258.69083,14.08007,-21.65945,36193.68359,0.75045,19500.62109,1
258.71619,14.08009,-21.65939,36193.04688,0.74965,19500.5918,1
258.74115,14.0801,-21.65934,36192.375,0.74858,19500.56641,1
258.76672,14.08012,-21.6593,36191.70703,0.74781,19500.54297,1
258.79135,14.08013,-21.65926,36191.05078,0.74692,19500.52344,1
258.81543,14.08014,-21.65922,36190.39453,0.74615,19500.50391,1
258.83893,14.08015,-21.65919,36189.74219,0.74519,19500.48828,1
258.86404,14.08016,-21.65915,36189.08203,0.74436,19500.4707,1
258.88654,14.08017,-21.65913,36188.41406,0.74379,19500.45703,1
258.90967,14.08018,-21.65911,36187.74609,0.74289,19500.44531,1
258.93167,14.08018,-21.65909,36187.09375,0.74218,19500.43555,1
258.95355,14.08019,-21.65907,36186.4375,0.74146,19500.42578,1
258.97589,14.0802,-21.65905,36185.76953,0.74064,19500.41797,1
258.99808,14.0802,-21.65903,36185.09766,0.73959,19500.41016,1
259.02078,14.08021,-21.65902,36184.42969,0.73903,19500.40234,1
259.04083,14.08021,-21.65901,36183.76562,0.73845,19500.39648,1
259.06146,14.08022,-21.65899,36183.10938,0.73762,19500.39062,1
259.08142,14.08022,-21.65898,36182.45312,0.73701,19500.38281,1
259.10193,14.08022,-21.65897,36181.79297,0.73623,19500.375,1
259.12296,14.08023,-21.65895,36181.13672,0.7357,19500.36914,1
259.14282,14.08023,-21.65894,36180.48438,0.73478,19500.36133,1
259.16251,14.08024,-21.65892,36179.83984,0.73434,19500.35547,1
259.18433,14.08024,-21.65891,36179.20312,0.73346,19500.34961,1
259.20425,14.08024,-21.65891,36178.56641,0.73287,19500.3457,1
259.22379,14.08025,-21.6589,36177.93359,0.73205,19500.33984,1
259.24484,14.08025,-21.65889,36177.29688,0.73135,19500.33594,1
259.26416,14.08025,-21.65888,36176.66016,0.73067,19500.33398,1
259.28406,14.08025,-21.65888,36176.02734,0.73003,19500.33203,1
259.30167,14.08025,-21.65887,36175.39062,0.72955,19500.32812,1
259.31705,14.08026,-21.65887,36175.06641,0.72912,19500.32617,1
259.0592,14.08025,-21.65888,36174.49219,0.74342,19500.33594,1
258.75284,14.08028,-21.65881,36173.99609,0.74674,19500.29492,1
258.46152,14.08041,-21.65841,36173.49609,0.75893,19500.08984,1
258.18039,14.08064,-21.65769,36172.98438,0.77549,19499.72266,1
257.90118,14.08094,-21.65676,36172.49609,0.79421,19499.25,1
257.62231,14.08126,-21.65579,36172.00391,0.81207,19498.75781,1
257.34399,14.08154,-21.65491,36171.51172,0.82462,19498.31641,1
257.06445,14.08177,-21.6542,36171,0.83395,19497.95898,1
256.78662,14.08194,-21.65368,36170.48828,0.84135,19497.69922,1
256.50659,14.08207,-21.65331,36169.98047,0.84799,19497.51172,1
256.22675,14.08215,-21.65306,36169.47266,0.85456,19497.38672,1
255.94443,14.08221,-21.65288,36168.98047,0.86155,19497.29883,1
255.6646,14.08225,-21.65275,36168.49219,0.86914,19497.23242,1
255.38962,14.08228,-21.65265,36167.98828,0.87737,19497.17773,1
255.11621,14.08232,-21.65254,36167.49609,0.88581,19497.12891,1
254.84599,14.08235,-21.65244,36166.98828,0.89472,19497.07812,1
254.57629,14.08238,-21.65235,36166.5,0.90365,19497.0293,1
254.30843,14.08241,-21.65225,36166.01172,0.91239,19496.98047,1
254.04254,14.08244,-21.65217,36165.52344,0.92149,19496.93555,1
253.77765,14.08246,-21.65209,36165.03125,0.93037,19496.89648,1
253.52019,14.08249,-21.65202,36164.54297,0.93883,19496.86133,1
253.26149,14.08251,-21.65196,36164.04688,0.94738,19496.83398,1
253.00279,14.08252,-21.65192,36163.55469,0.95579,19496.81055,1
252.74841,14.08253,-21.65188,36163.06641,0.96416,19496.79492,1
252.49402,14.08254,-21.65186,36162.57812,0.97273,19496.78125,1
252.24042,14.08254,-21.65185,36162.08203,0.98106,19496.77344,1
251.99098,14.08255,-21.65184,36161.58594,0.98953,19496.76953,1
251.7453,14.08255,-21.65183,36161.07422,0.99755,19496.76758,1
251.50139,14.08255,-21.65183,36160.58203,1.00599,19496.76758,1
251.25636,14.08255,-21.65184,36160.08984,1.01415,19496.77148,1
250.94855,14.08254,-21.65185,36159.61719,1.02858,19496.77539,1
250.55142,14.08255,-21.65184,36159.17969,1.03812,19496.77148,1
250.15666,14.08259,-21.65169,36158.74609,1.05361,19496.69727,1
249.7711,14.08269,-21.6514,36158.3125,1.07149,19496.54883,1
249.39757,14.08281,-21.65103,36157.875,1.08882,19496.35547,1
249.01666,14.08294,-21.65061,36157.44141,1.10546,19496.14453,1
248.6474,14.08307,-21.65022,36157.00781,1.12061,19495.94922,1
248.2702,14.08318,-21.64988,36156.57031,1.13469,19495.77734,1
247.89453,14.08327,-21.6496,36156.13672,1.14804,19495.63867,1
247.51962,14.08334,-21.64939,36155.70312,1.16086,19495.5332,1
247.14595,14.08339,-21.64924,36155.26562,1.17333,19495.45703,1
246.78101,14.08343,-21.64913,36154.82812,1.18571,19495.40234,1
246.41982,14.08345,-21.64906,36154.39844,1.19811,19495.36523,1
246.05405,14.08347,-21.649,36153.96094,1.21086,19495.33594,1
245.69733,14.08348,-21.64896,36153.52734,1.22365,19495.31445,1
245.34195,14.08349,-21.64892,36153.09375,1.23636,19495.29688,1
244.98889,14.08351,-21.64889,36152.65234,1.24936,19495.28125,1
244.63901,14.08351,-21.64886,36152.21875,1.26235,19495.26758,1
244.2903,14.08352,-21.64884,36151.78125,1.27527,19495.25781,1
243.94504,14.08353,-21.64882,36151.33984,1.28816,19495.24805,1
243.60196,14.08353,-21.64881,36150.90625,1.30104,19495.24023,1
243.26108,14.08353,-21.64881,36150.46484,1.31371,19495.23828,1
242.92125,14.08353,-21.6488,36150.02734,1.32657,19495.23828,1
242.58774,14.08353,-21.64881,36149.59375,1.33915,19495.24023,1
242.25458,14.08353,-21.64882,36149.37109,1.35168,19495.24414,1
241.92339,14.08352,-21.64883,36148.93359,1.3643,19495.25195,1
241.59535,14.08352,-21.64885,36148.5,1.37674,19495.25977,1
241.26709,14.08351,-21.64887,36148.05859,1.38927,19495.27148,1
240.94144,14.0835,-21.64889,36147.63281,1.40174,19495.2832,1
240.61543,14.0835,-21.64892,36147.20703,1.41443,19495.29492,1
240.29468,14.08349,-21.64895,36146.77734,1.42688,19495.31055,1
239.97432,14.08348,-21.64898,36146.34375,1.43933,19495.32617,1
239.65742,14.08347,-21.64901,36145.91797,1.45175,19495.33984,1
239.34315,14.08346,-21.64904,36145.48828,1.46406,19495.35547,1
239.03227,14.08345,-21.64907,36145.0625,1.47649,19495.37305,1
238.72189,14.08344,-21.6491,36144.63672,1.48877,19495.38867,1
238.40897,14.08343,-21.64913,36144.20703,1.50137,19495.4043,1
237.94438,14.08341,-21.64917,36143.82422,1.52067,19495.42188,1
237.43889,14.08343,-21.64911,36143.46484,1.54104,19495.38867,1
236.93262,14.08352,-21.64884,36143.10938,1.56617,19495.25195,1
236.43373,14.08367,-21.64839,36142.75,1.5934,19495.02344,1
235.93312,14.08385,-21.64782,36142.39453,1.62068,19494.73242,1
235.43279,14.08405,-21.64721,36142.03906,1.64652,19494.42773,1
234.93567,14.08424,-21.64665,36141.68359,1.67004,19494.14062,1
234.41293,14.08439,-21.64616,36141.33594,1.69393,19493.89453,1
233.86989,14.08453,-21.64575,36141.00781,1.71606,19493.68945,1
233.32779,14.08465,-21.64539,36140.67969,1.73867,19493.50586,1
232.8015,14.08475,-21.64505,36140.34766,1.76216,19493.33789,1
232.28761,14.08485,-21.64476,36140.01172,1.78486,19493.18945,1
231.76321,14.08493,-21.6445,36139.67578,1.80772,19493.06055,1
231.24301,14.085,-21.6443,36139.33984,1.83002,19492.95508,1
230.73315,14.08506,-21.64413,36139.00391,1.85206,19492.87109,1
230.22202,14.0851,-21.64399,36138.66406,1.87428,19492.80273,1
229.715,14.08514,-21.64388,36138.32812,1.89653,19492.74609,1
229.2137,14.08517,-21.64379,36137.99219,1.91897,19492.70117,1
228.70911,14.08519,-21.64371,36137.65234,1.94136,19492.66016,1
228.21132,14.08522,-21.64364,36137.30859,1.96392,19492.625,1
227.71217,14.08524,-21.64357,36136.97266,1.98678,19492.59375,1
227.21326,14.08525,-21.64352,36136.63672,2.00981,19492.56445,1
226.72107,14.08527,-21.64347,36136.29688,2.03279,19492.53906,1
226.2263,14.08529,-21.64342,36135.96484,2.05585,19492.51562,1
225.73819,14.0853,-21.64339,36135.625,2.07888,19492.49609,1
225.24829,14.08531,-21.64335,36135.28906,2.10216,19492.48242,1
224.76353,14.08532,-21.64333,36134.94922,2.12514,19492.46875,1
224.28014,14.08532,-21.64331,36134.61328,2.14829,19492.45898,1
223.7998,14.08533,-21.64329,36134.27734,2.17168,19492.45117,1
223.32246,14.08533,-21.64328,36133.94141,2.19484,19492.44531,1
222.84557,14.08533,-21.64327,36133.60547,2.21811,19492.44141,1
222.37231,14.08534,-21.64327,36133.26562,2.24149,19492.4375,1
221.90102,14.08534,-21.64327,36132.93359,2.26465,19492.4375,1
221.43538,14.08534,-21.64327,36132.59766,2.28785,19492.43945,1
220.97403,14.08533,-21.64327,36132.25781,2.31102,19492.44141,1
220.51776,14.08533,-21.64328,36131.92188,2.33388,19492.44531,1
220.06311,14.08533,-21.64329,36131.75391,2.35714,19492.44922,1
219.61197,14.08533,-21.6433,36131.41797,2.37998,19492.45508,1
219.16243,14.08532,-21.64331,36131.07422,2.4031,19492.46094,1
218.71275,14.08532,-21.64333,36130.73828,2.4262,19492.46875,1
218.25864,14.08531,-21.64334,36130.39453,2.44987,19492.47852,1
217.81415,14.08531,-21.64336,36130.06641,2.47316,19492.48438,0
